DATATIME,WINDSPEED,WINDSPEED2,"ROUND(A.POWER,0)",YD15
2021-11-16 16:30:00,2.9,0.403593,9887.0,9869.0
2021-11-16 16:45:00,3.1,0.906347,11185.0,10786.0
2021-11-16 17:00:00,3.4,1.382916,10334.0,9827.0
2021-11-16 17:15:00,3.6,1.907712,14390.0,13734.0
2021-11-16 17:30:00,3.9,2.401074,13239.0,11373.0
2021-11-16 17:45:00,4.3,2.877259,7571.0,5713.0
2021-11-16 18:00:00,4.7,3.437345,6652.0,5292.0
2021-11-16 18:15:00,5.0,3.7157,3224.0,1528.0
2021-11-16 18:30:00,5.2,3.80302,1501.0,500.0
2021-11-16 18:45:00,5.4,3.884436,2673.0,3093.0
2021-11-16 19:00:00,5.7,3.959562,6202.0,5531.0
2021-11-16 19:15:00,6.0,3.93636,11516.0,7528.699473
2021-11-16 19:30:00,6.3,3.791466,15798.0,15019.0
2021-11-16 19:45:00,6.6,3.690654,20324.0,19162.0
2021-11-16 20:00:00,7.0,3.60528,18537.0,21408.0
2021-11-16 20:15:00,7.2,3.6,33882.0,32667.0
2021-11-16 20:30:00,7.2,3.708288,32121.0,29593.0
2021-11-16 20:45:00,7.3,3.868416,20744.0,17823.0
2021-11-16 21:00:00,7.3,3.868416,18188.0,16479.0
2021-11-16 21:15:00,7.4,3.811296,16233.0,14320.0
2021-11-16 21:30:00,7.4,3.587594,25274.0,27085.0
2021-11-16 21:45:00,7.5,3.521025,37121.0,34489.0
2021-11-16 22:00:00,7.6,3.331612,35678.0,33158.0
2021-11-16 22:15:00,7.6,3.091224,34046.0,24837.26198
2021-11-16 22:30:00,7.5,2.809575,33536.0,29993.0
2021-11-16 22:45:00,7.5,2.56515,29846.0,28232.0
2021-11-16 23:00:00,7.5,2.31765,27461.0,27717.0
2021-11-16 23:15:00,7.4,2.039736,32255.0,30916.0
2021-11-16 23:30:00,7.5,2.0673,30161.0,26899.0
2021-11-16 23:45:00,7.4,1.790208,25035.0,22955.0
2021-11-17 00:00:00,7.4,2.409218,18484.0,17717.0
2021-11-17 00:15:00,7.2,2.224944,21700.0,19556.0
2021-11-17 00:30:00,7.1,2.075827,19490.0,17416.0
2021-11-17 00:45:00,7.0,2.04659,19434.0,16638.0
2021-11-17 01:00:00,6.9,1.901916,18440.0,17482.0
2021-11-17 01:15:00,6.7,1.734094,14858.0,12805.0
2021-11-17 01:30:00,6.7,1.620864,17018.0,17039.0
2021-11-17 01:45:00,6.7,1.392997,17059.0,10975.95292
2021-11-17 02:00:00,6.7,1.278427,17728.0,16352.0
2021-11-17 02:15:00,6.7,1.163455,20176.0,18318.0
2021-11-17 02:30:00,6.6,1.14609,17148.0,15307.0
2021-11-17 02:45:00,6.5,1.128725,17195.0,14883.0
2021-11-17 03:00:00,6.4,1.11136,12455.0,10611.0
2021-11-17 03:15:00,6.3,0.985509,12959.0,12348.0
2021-11-17 03:30:00,6.1,0.743407,16082.0,16473.0
2021-11-17 03:45:00,6.0,0.52296,16112.0,14549.0
2021-11-17 04:00:00,5.9,0.20591,15268.0,12817.0
2021-11-17 04:15:00,5.8,0.0,15194.0,14447.0
2021-11-17 04:30:00,5.8,-0.10121,17045.0,14935.0
2021-11-17 04:45:00,5.7,-0.397632,19991.0,18989.0
2021-11-17 05:00:00,5.7,-0.595821,25691.0,22327.0
2021-11-17 05:15:00,5.8,-0.807186,19726.0,17305.0
2021-11-17 05:30:00,5.8,-1.00717,17953.0,15628.0
2021-11-17 05:45:00,5.7,-1.185087,18798.0,17660.0
2021-11-17 06:00:00,5.8,-1.403136,21292.0,18860.0
2021-11-17 06:15:00,5.8,-1.501156,25963.0,24179.0
2021-11-17 06:30:00,5.7,-1.475274,19522.0,17907.0
2021-11-17 06:45:00,5.7,-1.571148,23390.0,22492.0
2021-11-17 07:00:00,5.6,-1.637272,22075.0,20411.0
2021-11-17 07:15:00,5.6,-1.637272,20667.0,19307.0
2021-11-17 07:30:00,5.7,-1.666509,19876.0,18879.0
2021-11-17 07:45:00,5.7,-1.666509,18517.0,16260.0
2021-11-17 08:00:00,5.7,-1.761414,20893.0,19392.0
2021-11-17 08:15:00,5.7,-1.855749,26347.0,24901.0
2021-11-17 08:30:00,5.9,-2.114383,32582.0,30839.0
2021-11-17 08:45:00,6.0,-2.34438,36687.0,36600.0
2021-11-17 09:00:00,6.1,-2.481114,40256.0,38336.0
2021-11-17 09:15:00,6.3,-2.662506,43205.0,39658.0
2021-11-17 09:30:00,6.6,-2.893242,34713.0,32049.0
2021-11-17 09:45:00,6.8,-3.192396,38232.0,35406.0
2021-11-17 10:00:00,7.1,-3.442151,39336.0,39692.0
2021-11-17 10:15:00,7.1,-3.442151,35949.0,36317.0
2021-11-17 10:30:00,7.1,-3.656784,39063.0,37496.0
2021-11-17 10:45:00,7.0,-3.70944,40052.0,38559.0
2021-11-17 11:00:00,6.9,-3.758016,35834.0,36594.0
2021-11-17 11:15:00,6.9,-3.858411,44998.0,44493.0
2021-11-17 11:30:00,6.7,-3.649088,43761.0,50464.0
2021-11-17 11:45:00,6.6,-3.690654,52577.0,50045.0
2021-11-17 12:00:00,6.5,-3.634735,43457.0,37123.0
2021-11-17 12:15:00,6.5,-3.634735,32338.0,29568.0
2021-11-17 12:30:00,6.4,-3.578816,30034.0,29633.0
2021-11-17 12:45:00,6.4,-3.670912,25986.0,24277.0
2021-11-17 13:00:00,6.3,-3.703077,26548.0,23333.0
2021-11-17 13:15:00,6.2,-3.731284,24140.0,22988.0
2021-11-17 13:30:00,6.1,-3.671102,24586.0,23311.0
2021-11-17 13:45:00,6.0,-3.69396,27546.0,26317.0
2021-11-17 14:00:00,5.9,-3.712988,26040.0,23418.0
2021-11-17 14:15:00,5.7,-3.663903,27670.0,25393.0
2021-11-17 14:30:00,5.6,-3.673936,25476.0,23293.0
2021-11-17 14:45:00,5.5,-3.680215,26492.0,26171.0
2021-11-17 15:00:00,5.4,-3.6828,23099.0,23465.0
2021-11-17 15:15:00,5.3,-3.812502,22584.0,21480.0
2021-11-17 15:30:00,5.2,-3.924492,18030.0,16917.0
2021-11-17 15:45:00,5.1,-3.963465,15875.0,14360.0
2021-11-17 16:00:00,5.0,-4.09575,15143.0,14423.0
2021-11-17 16:15:00,5.1,-4.325055,17121.0,15261.0
2021-11-17 16:30:00,5.2,-4.503356,16088.0,13402.0
2021-11-17 16:45:00,5.3,-4.722353,14467.0,13021.0
2021-11-17 17:00:00,5.4,-4.894074,14960.0,13462.0
2021-11-17 17:15:00,5.6,-5.1548,15591.0,13823.0
2021-11-17 17:30:00,5.7,-5.284926,16340.0,17038.0
2021-11-17 17:45:00,6.0,-5.60148,24198.0,23499.0
2021-11-17 18:00:00,6.1,-5.767672,27645.0,25337.0
2021-11-17 18:15:00,6.3,-5.991678,27086.0,24876.0
2021-11-17 18:30:00,6.4,-6.086784,29747.0,27925.0
2021-11-17 18:45:00,6.5,-6.18189,35590.0,34134.0
2021-11-17 19:00:00,6.6,-6.276996,34350.0,32324.0
2021-11-17 19:15:00,6.8,-6.467208,36106.0,33033.0
2021-11-17 19:30:00,7.1,-6.713192,32429.0,30910.0
2021-11-17 19:45:00,7.4,-6.953706,34155.0,32795.0
2021-11-17 20:00:00,7.7,-7.188566,40682.0,41057.0
2021-11-17 20:15:00,8.0,-7.41744,43744.0,42189.0
2021-11-17 20:30:00,8.4,-7.7322,45129.0,43384.0
2021-11-17 20:45:00,8.7,-7.884897,45291.0,44558.0
2021-11-17 21:00:00,9.1,-8.178989,33074.0,32992.0
2021-11-17 21:15:00,9.4,-8.375494,36143.0,35059.0
2021-11-17 21:30:00,9.6,-8.47632,43337.0,41920.0
2021-11-17 21:45:00,9.8,-8.571276,45346.0,41461.0
2021-11-17 22:00:00,10.0,-8.7462,46342.0,47600.0
2021-11-17 22:15:00,10.1,-8.746903,55038.0,55766.0
2021-11-17 22:30:00,10.2,-8.743134,59543.0,56153.0
2021-11-17 22:45:00,10.3,-8.828851,57935.0,57442.0
2021-11-17 23:00:00,10.4,-8.914568,60462.0,61169.0
2021-11-17 23:15:00,10.5,-8.904525,68589.0,77394.0
2021-11-17 23:30:00,10.6,-8.889902,83634.0,78235.0
2021-11-17 23:45:00,10.7,-8.973769,80400.0,78913.0
2021-11-18 00:00:00,11.0,-9.22537,78618.0,78969.0
2021-11-18 00:15:00,11.0,-9.22537,78685.0,78635.0
2021-11-18 00:30:00,11.0,-9.22537,84912.0,82636.0
2021-11-18 00:45:00,11.1,-9.309237,79272.0,79186.0
2021-11-18 01:00:00,11.1,-9.309237,75420.0,72587.0
2021-11-18 01:15:00,11.0,-9.32855,79109.0,80593.0
2021-11-18 01:30:00,10.9,-9.243745,92298.0,89802.0
2021-11-18 01:45:00,10.8,-9.15894,82656.0,77621.0
2021-11-18 02:00:00,10.7,-9.074135,76860.0,77045.0
2021-11-18 02:15:00,10.6,-9.086002,89930.0,89391.0
2021-11-18 02:30:00,10.5,-9.093315,89376.0,87757.0
2021-11-18 02:45:00,10.4,-9.006712,87955.0,86460.0
2021-11-18 03:00:00,10.3,-8.920109,85396.0,80067.0
2021-11-18 03:15:00,10.2,-8.921124,88818.0,87488.0
2021-11-18 03:30:00,10.2,-9.00609,83851.0,81844.0
2021-11-18 03:45:00,10.1,-8.999201,82168.0,77031.0
2021-11-18 04:00:00,10.0,-8.9879,73712.0,70489.0
2021-11-18 04:15:00,9.9,-8.972469,71708.0,68314.0
2021-11-18 04:30:00,9.9,-9.044145,71150.0,68783.0
2021-11-18 04:45:00,9.8,-8.95279,74397.0,69686.0
2021-11-18 05:00:00,9.8,-9.0209,78172.0,75180.0
2021-11-18 05:15:00,9.7,-8.993646,78182.0,78153.0
2021-11-18 05:30:00,9.6,-8.962368,85376.0,84053.0
2021-11-18 05:45:00,9.6,-9.021024,90821.0,89146.0
2021-11-18 06:00:00,9.5,-9.03507,89888.0,86864.0
2021-11-18 06:15:00,9.4,-8.98922,88813.0,84443.0
2021-11-18 06:30:00,9.3,-8.939718,84668.0,84103.0
2021-11-18 06:45:00,9.2,-8.92676,86091.0,82653.0
2021-11-18 07:00:00,9.1,-8.866767,85040.0,83028.0
2021-11-18 07:15:00,9.1,-8.901165,82114.0,79792.0
2021-11-18 07:30:00,9.0,-8.80335,85714.0,82424.0
2021-11-18 07:45:00,8.8,-8.666328,81591.0,75422.0
2021-11-18 08:00:00,8.7,-8.567847,73754.0,69378.0
2021-11-18 08:15:00,8.7,-8.592903,66736.0,63365.0
2021-11-18 08:30:00,8.6,-8.494134,58462.0,58417.0
2021-11-18 08:45:00,8.6,-8.516322,63492.0,59326.0
2021-11-18 09:00:00,8.5,-8.436675,49926.0,47160.0
2021-11-18 09:15:00,8.5,-8.417295,48042.0,45648.0
2021-11-18 09:30:00,8.5,-8.395365,49803.0,47625.0
2021-11-18 09:45:00,8.6,-8.442018,50688.0,51617.0
2021-11-18 10:00:00,8.6,-8.379582,57366.0,54343.0
2021-11-18 10:15:00,8.4,-8.15052,43394.0,36064.0
2021-11-18 10:30:00,8.0,-7.7624,15453.0,12303.0
2021-11-18 10:45:00,7.7,-7.502649,12778.0,11182.0
2021-11-18 11:00:00,7.3,-7.112901,16772.0,16136.0
2021-11-18 11:15:00,6.9,-6.69507,19667.0,19642.0
2021-11-18 11:30:00,6.6,-6.375138,17430.0,15298.0
2021-11-18 11:45:00,6.4,-6.152064,14491.0,8795.134758
2021-11-18 12:00:00,6.1,-5.83343,16925.0,12856.0
2021-11-18 12:15:00,5.7,-5.389464,12995.0,9650.0
2021-11-18 12:30:00,5.4,-5.006772,12177.0,11480.0
2021-11-18 12:45:00,5.1,-4.659105,9198.0,6245.0
2021-11-18 13:00:00,4.8,-4.276848,4641.0,2988.0
2021-11-18 13:15:00,4.6,-3.983738,4970.0,3691.0
2021-11-18 13:30:00,4.5,-3.816225,6222.0,4379.0
2021-11-18 13:45:00,4.2,-3.481968,3473.0,3134.0
2021-11-18 14:00:00,4.1,-3.274424,4071.0,3571.0
2021-11-18 14:15:00,4.0,-3.1086,4880.0,6164.0
2021-11-18 14:30:00,3.8,-2.823932,9509.0,7528.0
2021-11-18 14:45:00,3.7,-2.616307,13597.0,11623.0
2021-11-18 15:00:00,3.5,-2.29621,10346.0,9395.0
2021-11-18 15:15:00,3.3,-2.076756,7100.0,5618.0
2021-11-18 15:30:00,3.2,-1.880928,6936.0,6092.0
2021-11-18 15:45:00,3.0,-1.63392,9476.0,7403.0
2021-11-18 16:00:00,2.9,-1.405949,6592.0,4997.0
2021-11-18 16:15:00,2.8,-1.227436,5286.0,3819.0
2021-11-18 16:30:00,2.7,-1.098198,4130.0,2920.0
2021-11-18 16:45:00,2.6,-0.931762,6257.0,5673.0
2021-11-18 17:00:00,2.5,-0.77255,4227.0,2566.0
2021-11-18 17:15:00,2.4,-0.621168,3347.0,1726.0
2021-11-18 17:30:00,2.2,-0.38203,3775.0,3012.0
2021-11-18 17:45:00,2.0,-0.10468,9659.0,8359.0
2021-11-18 18:00:00,1.9,0.0,5282.0,3961.0
2021-11-18 18:15:00,1.8,0.094212,4768.0,4146.0
2021-11-18 18:30:00,1.7,0.207179,4585.0,3421.0
2021-11-18 18:45:00,1.6,0.194992,3837.0,2851.0
2021-11-18 19:00:00,1.5,0.286215,3049.0,1745.0
2021-11-18 19:15:00,1.4,0.291074,1039.0,190.0
2021-11-18 19:30:00,1.3,0.292435,168.0,223.0
2021-11-18 19:45:00,1.4,0.409318,264.0,148.0
2021-11-18 20:00:00,1.3,0.401726,75.0,314.0
2021-11-18 20:15:00,1.3,0.401726,30915.54124,264.0
2021-11-18 20:30:00,1.1,0.284702,-2.0,272.0
2021-11-18 20:45:00,1.1,0.191015,-3.0,277.0
2021-11-18 21:00:00,1.0,0.10453,-1.0,258.0
2021-11-18 21:15:00,1.0,0.0,-5.0,273.0
2021-11-18 21:30:00,1.1,-0.191015,-3.0,286.0
2021-11-18 21:45:00,1.3,-0.507949,-2.0,278.0
2021-11-18 22:00:00,1.5,-0.704205,-1.0,271.0
2021-11-18 22:15:00,1.7,-0.925888,-3.0,276.0
2021-11-18 22:30:00,1.8,-1.006542,-1.0,300.0
2021-11-18 22:45:00,2.1,-1.204518,-5.0,307.0
2021-11-18 23:00:00,2.2,-1.293138,-4.0,318.0
2021-11-18 23:15:00,2.4,-1.376592,-3.0,226.0
2021-11-18 23:30:00,2.6,-1.528254,527.0,129.0
2021-11-18 23:45:00,2.7,-1.509813,52.0,347.0
2021-11-19 00:00:00,2.5,-2.120125,30915.54124,285.0
2021-11-19 00:15:00,2.7,-2.264409,-1.0,317.0
2021-11-19 00:30:00,2.9,-2.404216,-3.0,282.0
2021-11-19 00:45:00,3.0,-2.48712,1.0,89.0
2021-11-19 01:00:00,3.2,-2.62128,227.0,87.0
2021-11-19 01:15:00,3.2,-2.588864,244.0,117.0
2021-11-19 01:30:00,3.3,-2.600433,53.0,272.0
2021-11-19 01:45:00,3.3,-2.527932,137.0,160.0
2021-11-19 02:00:00,3.3,-2.490543,186.0,62.0
2021-11-19 02:15:00,3.3,-2.490543,2540.0,2333.0
2021-11-19 02:30:00,3.3,-2.413455,5823.0,4974.0
2021-11-19 02:45:00,3.2,-2.301888,7705.0,8009.0
2021-11-19 03:00:00,3.1,-2.192041,11728.0,12081.0
2021-11-19 03:15:00,3.0,-1.96818,21726.0,21398.0
2021-11-19 03:30:00,3.2,-1.835456,20242.0,16317.0
2021-11-19 03:45:00,3.3,-1.599873,18855.0,17677.0
2021-11-19 04:00:00,3.5,-1.42359,20883.0,19630.0
2021-11-19 04:15:00,3.7,-1.081769,27244.0,25221.0
2021-11-19 04:30:00,3.9,-0.677235,26612.0,24253.0
2021-11-19 04:45:00,4.1,-0.428573,28088.0,26439.0
2021-11-19 05:00:00,4.4,0.0,33841.0,31736.0
2021-11-19 05:15:00,4.5,0.39222,28121.0,26659.0
2021-11-19 05:30:00,4.6,0.877726,26978.0,24711.0
2021-11-19 05:45:00,4.8,1.483296,27990.0,30188.0
2021-11-19 06:00:00,5.0,1.95365,32979.0,53741.86561
2021-11-19 06:15:00,5.5,2.411035,37558.0,36339.0
2021-11-19 06:30:00,6.2,2.717894,19452.0,16158.0
2021-11-19 06:45:00,6.8,2.873816,22420.0,23881.0
2021-11-19 07:00:00,7.6,3.211912,19093.0,15080.0
2021-11-19 07:15:00,7.7,3.131898,22928.0,20631.0
2021-11-19 07:30:00,7.5,2.809575,19822.0,15943.0
2021-11-19 07:45:00,7.2,2.462544,25373.0,24875.0
2021-11-19 08:00:00,7.1,2.194042,33948.0,31208.0
2021-11-19 08:15:00,7.1,1.957044,32784.0,31144.0
2021-11-19 08:30:00,7.3,1.766016,17106.0,15064.0
2021-11-19 08:45:00,7.7,1.732115,16000.0,14506.0
2021-11-19 09:00:00,8.0,1.66328,11274.0,9709.0
2021-11-19 09:15:00,7.8,1.35447,3451.0,2131.0
2021-11-19 09:30:00,7.3,1.141939,17448.0,23773.96178
2021-11-19 09:45:00,6.8,0.946356,30324.0,28198.0
2021-11-19 10:00:00,6.2,0.648086,35234.0,32887.0
2021-11-19 10:15:00,6.1,0.848937,34574.0,32836.0
2021-11-19 10:30:00,6.2,1.183022,33732.0,24177.0
2021-11-19 10:45:00,6.5,1.68233,23085.0,21350.0
2021-11-19 11:00:00,6.7,2.070434,32969.0,30239.0
2021-11-19 11:15:00,6.7,2.401079,34674.0,32164.0
2021-11-19 11:30:00,6.5,2.539745,36849.0,33737.0
2021-11-19 11:45:00,6.2,2.717894,35024.0,31873.0
2021-11-19 12:00:00,6.0,2.81682,31374.0,23594.0
2021-11-19 12:15:00,5.8,2.987232,27724.0,20958.0
2021-11-19 12:30:00,5.7,3.104448,24074.0,22669.0
2021-11-19 12:45:00,5.7,3.269406,20424.0,19068.0
2021-11-19 13:00:00,5.6,3.370192,13231.0,12287.0
2021-11-19 13:15:00,5.5,3.46126,8404.0,6517.0
2021-11-19 13:30:00,5.4,3.398328,11849.0,8872.0
2021-11-19 13:45:00,5.2,3.342508,12014.0,10570.0
2021-11-19 14:00:00,5.1,3.278229,10378.0,8521.0
2021-11-19 14:15:00,5.0,3.34565,9141.0,7436.0
2021-11-19 14:30:00,4.9,3.3418,9021.0,7368.0
2021-11-19 14:45:00,4.9,3.403834,9695.0,7920.0
2021-11-19 15:00:00,4.8,3.394128,12785.0,10896.0
2021-11-19 15:15:00,4.7,3.437345,10176.0,7709.0
2021-11-19 15:30:00,4.5,3.396195,9256.0,8194.0
2021-11-19 15:45:00,4.5,3.44718,8388.0,6383.0
2021-11-19 16:00:00,4.4,3.467244,8962.0,6305.0
2021-11-19 16:15:00,4.2,3.397884,8069.0,6420.0
2021-11-19 16:30:00,3.9,3.155178,12831.0,9845.0
2021-11-19 16:45:00,3.6,2.912472,13752.0,11803.0
2021-11-19 17:00:00,3.3,2.703195,10224.0,7601.0
2021-11-19 17:15:00,3.3,2.767611,11507.0,9152.0
2021-11-19 17:30:00,3.5,3.06117,13849.0,11184.0
2021-11-19 17:45:00,3.8,3.443978,14567.0,12565.0
2021-11-19 18:00:00,4.0,3.70872,14639.0,12678.0
2021-11-19 18:15:00,4.0,3.73432,16585.0,14809.0
2021-11-19 18:30:00,3.8,3.4979,15387.0,13535.0
2021-11-19 18:45:00,3.7,3.380135,11154.0,9077.0
2021-11-19 19:00:00,3.6,3.207636,5439.0,4342.0
2021-11-19 19:15:00,3.5,3.118535,3489.0,2067.0
2021-11-19 19:30:00,3.5,3.06117,1020.0,252.0
2021-11-19 19:45:00,3.5,3.000095,2653.0,1743.0
2021-11-19 20:00:00,3.6,3.05298,7429.0,5638.0
2021-11-19 20:15:00,3.5,2.867025,11433.0,10538.0
2021-11-19 20:30:00,3.5,2.720025,14046.0,12747.0
2021-11-19 20:45:00,3.4,2.48659,15330.0,13815.0
2021-11-19 21:00:00,3.4,2.3188,9747.0,8355.0
2021-11-19 21:15:00,3.3,2.076756,9447.0,8139.0
2021-11-19 21:30:00,3.4,2.046188,12365.0,10545.0
2021-11-19 21:45:00,3.2,1.789408,9293.0,8181.0
2021-11-19 22:00:00,3.3,1.699632,9856.0,8413.0
2021-11-19 22:15:00,3.1,1.596624,10247.0,8685.0
2021-11-19 22:30:00,2.9,1.493616,9109.0,7947.0
2021-11-19 22:45:00,2.7,1.509813,8182.0,6905.0
2021-11-19 23:00:00,2.4,1.376592,7227.0,5692.0
2021-11-19 23:15:00,2.3,1.416018,8619.0,7075.0
2021-11-19 23:30:00,2.1,1.263822,6284.0,5237.0
2021-11-19 23:45:00,1.9,1.195708,5235.0,3868.0
2021-11-20 00:00:00,0.8,0.79404,5423.0,3619.0
2021-11-20 00:15:00,0.7,0.7,4180.0,2823.0
2021-11-20 00:30:00,0.6,0.592614,679.0,231.0
2021-11-20 00:45:00,0.5,0.46359,28.0,424.0
2021-11-20 01:00:00,0.5,0.39932,104.0,286.0
2021-11-20 01:15:00,0.6,0.424266,111.0,273.0
2021-11-20 01:30:00,0.9,0.529011,681.0,50.0
2021-11-20 01:45:00,1.1,0.615109,2287.0,1826.0
2021-11-20 02:00:00,1.4,0.7,2283.0,1658.0
2021-11-20 02:15:00,1.5,0.704205,1082.0,542.0
2021-11-20 02:30:00,1.5,0.79488,33.0,373.0
2021-11-20 02:45:00,1.6,0.8,16.0,450.0
2021-11-20 03:00:00,1.7,0.925888,968.0,559.0
2021-11-20 03:15:00,1.7,0.925888,882.0,321.0
2021-11-20 03:30:00,1.6,0.917728,532.0,11.0
2021-11-20 03:45:00,1.6,0.917728,472.0,15.0
2021-11-20 04:00:00,1.5,0.90273,-4.0,379.0
2021-11-20 04:15:00,1.5,0.90273,30915.54124,368.0
2021-11-20 04:30:00,1.5,1.003695,-2.0,346.0
2021-11-20 04:45:00,1.4,0.989954,-2.0,399.0
2021-11-20 05:00:00,1.4,1.08801,-3.0,348.0
2021-11-20 05:15:00,1.4,1.160656,-4.0,355.0
2021-11-20 05:30:00,1.5,1.324425,-5.0,426.0
2021-11-20 05:45:00,1.5,1.409535,20.0,354.0
2021-11-20 06:00:00,1.6,1.545488,-2.0,383.0
2021-11-20 06:15:00,1.6,1.58808,-6.0,384.0
2021-11-20 06:30:00,1.9,1.897397,-4.0,346.0
2021-11-20 06:45:00,2.2,2.2,-2.0,361.0
2021-11-20 07:00:00,2.5,2.498475,-1.0,348.0
2021-11-20 07:15:00,2.6,2.58063,-5.0,353.0
2021-11-20 07:30:00,2.6,2.567994,-5.0,356.0
2021-11-20 07:45:00,2.6,2.533362,-6.0,368.0
2021-11-20 08:00:00,2.6,2.499276,-2.0,391.0
2021-11-20 08:15:00,2.9,2.725101,-4.0,352.0
2021-11-20 08:30:00,3.3,3.03765,-5.0,318.0
2021-11-20 08:45:00,3.7,3.325523,-3.0,327.0
2021-11-20 09:00:00,4.1,3.620095,-3.0,380.0
2021-11-20 09:15:00,4.5,3.973275,1324.0,610.0
2021-11-20 09:30:00,4.9,4.326455,8811.0,7894.0
2021-11-20 09:45:00,5.2,4.548024,8796.0,7844.0
2021-11-20 10:00:00,5.6,4.897872,15809.0,14694.0
2021-11-20 10:15:00,6.0,5.14302,25250.0,23075.0
2021-11-20 10:30:00,6.2,5.07873,29963.0,27684.0
2021-11-20 10:45:00,6.5,5.051475,41451.0,38976.0
2021-11-20 11:00:00,6.8,4.97318,31527.0,30338.0
2021-11-20 11:15:00,7.1,5.192585,33380.0,32287.0
2021-11-20 11:30:00,7.6,5.55826,27941.0,26620.0
2021-11-20 11:45:00,8.2,6.093748,36985.0,36833.0
2021-11-20 12:00:00,8.7,6.465318,32046.0,29841.0
2021-11-20 12:15:00,9.1,6.867861,27254.0,24747.0
2021-11-20 12:30:00,9.6,7.245216,25236.0,22887.0
2021-11-20 12:45:00,9.9,7.471629,26474.0,23490.0
2021-11-20 13:00:00,10.3,7.773513,31492.0,29074.0
2021-11-20 13:15:00,10.6,7.877284,29304.0,26850.0
2021-11-20 13:30:00,10.5,7.679175,24760.0,69391.82902
2021-11-20 13:45:00,10.7,7.566077,24383.0,75166.36057
2021-11-20 14:00:00,10.7,7.432862,24394.0,78999.2069
2021-11-20 14:15:00,10.7,7.432862,24542.0,75166.36057
2021-11-20 14:30:00,10.7,7.566077,24730.0,74687.47937
2021-11-20 14:45:00,10.6,7.625004,25041.0,74565.81968
2021-11-20 15:00:00,10.6,7.75231,24712.0,78999.2069
2021-11-20 15:15:00,10.6,7.75231,29134.0,80598.44041
2021-11-20 15:30:00,10.6,7.75231,29113.0,80456.40404
2021-11-20 15:45:00,10.6,7.877284,35437.0,84173.67917
2021-11-20 16:00:00,10.6,7.877284,31341.0,80598.44041
2021-11-20 16:15:00,10.5,7.80297,47748.0,80985.89655
2021-11-20 16:30:00,10.5,7.679175,92333.0,90182.0
2021-11-20 16:45:00,10.4,7.60604,93996.0,91804.0
2021-11-20 17:00:00,10.3,7.532905,94482.0,93311.0
2021-11-20 17:15:00,10.3,7.409202,90453.0,89400.0
